subject,predicate,object
u-JFV3I5i3Bcoww7mAhRRIPA,WRITE_REVIEW,r-OUDnu-Oge2Im9RrG0DaHig
Chicken_Tikka_Masala,IS,Tough
u-Hf0J8ocx_-N9jvqYEAQrsg,RATE,b-TAnzFr9NixvCbvUdJMWL5Q
u-wR1EM6cKTaeT6Av2rA0Edw,WRITE_REVIEW,r-PiBRdF7qmA913bB_5hKmpQ
b-y4z0iQZWN4R2Fk8SiPQU5A,HAS_REVIEW,r-YniO9KeI-Y0V7hKEYuK9Yw
b-ICUCAzUZFiWkYs7iCtNCQg,HAS_REVIEW,r-KuL1cDbWde4j-BXlxEAUPg
u-J7iJ3EZWyUIcZRDjki4NEA,WRITE_REVIEW,r-YffJxtJIedVYjOJaCTgnqA
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_REVIEW,r-fHPJxUioCEiRiXyc-tsR1Q
b-3frFidAcPVYAFB2RxxkIdA,HAS_MENU,Lamb_Curry
b-3wJ4kJsJhayyfJ30HsS04g,HAS_MENU,Chutney
Reasonable,ASPECT_ATTR_FOR,b-k9PfKE7KfztoMpOSx25UpA
u-6JkOS-5nz85UpM-IRYGzAw,RATE,b-hubbaEcYPYEZu5Ziz6i0lw
b-idrN6XWKErG6nKDsEMNbOQ,HAS_ASPECT,Staff
u-PS57qKDqNUlsLlsOxF00qg,VISIT,b-ZDx7kt4aOPTlmYTqXDrTGA
Fresh,MENU_ATTR_FOR,b-Q8uwArm4h8bhsqxw84Gd8w
b-Pzs43Fkub-6A9hA1zqpF_w,HAS_MENU,Paneer
Nice,MENU_ATTR_FOR,b-MgsOZpYSntKSCzNROiWgYQ
Terrific,ASPECT_ATTR_FOR,b-0zTLMQOZhiCp9GFtegiFsw
Good,ASPECT_ATTR_FOR,b-P4h8kgy_48oE9vCHJc4BCQ
b-gA4bnK91phT5FTzG4ki3Dw,HAS_ASPECT,Service
b-pU7L-CQpl4syUwfEGAlb8g,LOCATED_IN,Toronto-Canada
b-h-psPOmlY0mCOflb3S3rdQ,HAS_REVIEW,r-nwZs5RJ0g9YSpCxsYg8Yyg
Nice,ASPECT_ATTR_FOR,b-f7RXwcus_-EOsR0q5ctVjw
b-DJuQgsoj-qmU0i5iTAa4aA,HAS_REVIEW,r-Lg_TgapFeMztoFHvn46u0g
u-XodxGtxpzZbRjFhCUZx9Aw,VISIT,b-gXLiBVCHIqoPEw2CaP3QmQ
u-kO_bMnI5PfNgMPd1QJlISg,RATE,b-GC9Re0tKAnecMww3DB638g
Dahi_Vada,IS,Good
b-qMw7mFHAjgG7qN82aXmeZg,HAS_CATEGORY,Middle_Eastern
u-TZPd84Z7ATl5DqvTVJxDFw,RATE,b-h-psPOmlY0mCOflb3S3rdQ
Achari_Chicken,IS,Good
Papadi_Chat,IS,Delicious
Worth,ASPECT_ATTR_FOR,b-oX6y1Jm1jYLoWifmIrtaSQ
Food,IS,Bland
b-pU7L-CQpl4syUwfEGAlb8g,HAS_REVIEW,r-suDHkXE3dZp-91oPrfJTgg
b-COfzp0tze_F8N13zn40zzg,HAS_CATEGORY,Indian
Awesome,MENU_ATTR_FOR,b-S4qUsi44l5D9BbUCkhwQEA
u-vHdOQOmSBzxPXl6E9a6UmQ,RATE,b-Dd1w7xR7Xs3bthwusgy33Q
u-iJCtRAlSvxiUuKlVAnsq0A,RATE,b-BxkVct02QHybp54ATZgkUQ
u-pLo29n3MVOp4V0bfRAjSqg,WRITE_REVIEW,r-OnJQ_MmEw-Lyaa9uJ7QYNQ
b-MgsOZpYSntKSCzNROiWgYQ,HAS_MENU,Samosa
b-xA6L2w_TlbxHubb1xeBE8w,HAS_MENU,Idli
b-GC9Re0tKAnecMww3DB638g,HAS_REVIEW,r-YnleEy0ERsrhq_W7IWZUhg
u-3zdB0SSrXIDIgsrOmhdUtQ,WRITE_REVIEW,r-AVSu5b3J0Z4DdBRvgvhw-A
u-4dBHW4poooq50wlneOZs_Q,WRITE_REVIEW,r-5qVSoUjnXYGUjnL3MRU3sA
b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Chapati
u-P-zcn6bAoY-k00JAli6QGg,VISIT,b-oVuZtlCFg_zF090Nhtp0Ow
Food,IS,Good
b-vZu3xxlMQSqFngDgdFLfXg,HAS_REVIEW,r-DX1tENGYvljyNvde3cqUwA
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_REVIEW,r-Blko2-IFL951yF8s6xVNeg
u-W_CkghBYSgJIJYi44GBTPA,RATE,b-COfzp0tze_F8N13zn40zzg
b-0zTLMQOZhiCp9GFtegiFsw,HAS_REVIEW,r-p9c_wP9rbDOJD_GwvrTDiQ
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_MENU,Chicken_Tikka_Masala
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_ASPECT,Food
Service,IS,Appropriate
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_REVIEW,r-KSdh0IwquxLXex87N4c0Iw
u-YlQDJExT8gHHcXMiv9geQw,WRITE_REVIEW,r-fn00ycRdYCl713B96_ZCNQ
b-AZKhBlrI5vgTBm3j9WwnbA,HAS_ASPECT,Service
b-j9YFHVQqxM_qKHIc4nck-A,HAS_MENU,Chicken_Soup
Outstanding,ASPECT_ATTR_FOR,b-7vgWonwfqRt9pxR1c00Ulw
u-FcufsSaz59BJtNv3ibL10A,VISIT,b-7vgWonwfqRt9pxR1c00Ulw
u-sevuUDFe6hw9Xy5QcyzQFw,ORDER,Biryani
Naan,IS,Nice
u-RqN74rVpzQOXMPPy9bzHYw,RATE,b-c4qE3ygdEQUD9dZjganavA
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-tHcTQimgBc0Bj1JyuAPU3w
u-aTOk-koYtBngLFgrSwAo_A,WRITE_REVIEW,r-WViavLIa1wmRKaC-kTZDew
b-scM6rLQqoz5dEIgwz_JFsg,HAS_MENU,Shahi_Paneer
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_REVIEW,r-BWC41Lra-PGXOGPIQZ1ieQ
Butter_Chicken,IS,Sweet
u-7hR-v0xxQaClIDrqxgjjvA,ORDER,Navratan_Korma
Butter_Paneer,IS,Good
u-j58hmvZSFl77g5m1TXIj5w,RATE,b-NHDdAZJqS3cf_K6HYxoQ9w
u-62JJoUPxKxqb6snMJxi2ng,WRITE_REVIEW,r-HYVgJzaj4QhN8Si7MmLzjQ
u-C6Qltey26Uyo_1wlISdFlg,VISIT,b-y4z0iQZWN4R2Fk8SiPQU5A
Food,IS,Delicious
u-9EJPUru7ORXoCFF033zP7w,RATE,b-j9YFHVQqxM_qKHIc4nck-A
u-ybRNxMdI3gBjY2OYTMFQYQ,VISIT,b-sUGlSS0AF2xPYFEjvKJbSA
b-8PZGCtgG5MZKvz9i3B9gCA,HAS_MENU,Potato_Curry
b-Q8uwArm4h8bhsqxw84Gd8w,HAS_MENU,Chicken
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_MENU,Biryani
Bad,MENU_ATTR_FOR,b-sUGlSS0AF2xPYFEjvKJbSA
b-Q8uwArm4h8bhsqxw84Gd8w,HAS_REVIEW,r-PWt1YTISpMfGdHRYBwuQgA
Chai,IS,Good
u-V5NaQCpO1w9u7LaqLwasvQ,WRITE_REVIEW,r-KpIJCSVIAZCxUhNtL0oLWw
Service,IS,Great
u-yvCtTHQjyQ7-Ta6qR9jaiA,WRITE_REVIEW,r-DUKL33SA1uiDzl3yITi5Jw
u-9aWvlYoTKBYKEqjRYjuZIQ,VISIT,b-vCx6uieEF0W0mKFK4sT3Yg
u--soqdQNpLjb1SzYlXnzKVw,WRITE_REVIEW,r-zNjFCXvyfDu31mhwvXG-Og
b-3wJ4kJsJhayyfJ30HsS04g,HAS_MENU,Paneer_Dish
u-b9rkB7U8IH3jSfIZDOUbhA,VISIT,b-ZNdV9ytExuxPTXSN8i2xhw
b-k9PfKE7KfztoMpOSx25UpA,HAS_ASPECT,Food
b-P4h8kgy_48oE9vCHJc4BCQ,HAS_REVIEW,r-UJa2WtF1yogqR38VGWgG9g
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_ASPECT,Service
u-rZwfucC2U81hGAGSceL5ew,RATE,b-eRZuxjnaMviiVyvhejwTBQ
u-5XXg3gm8HGq7g7ZNe8X_kw,WRITE_REVIEW,r-Rr-HgAlrOA38dYjvdQ40iQ
u-EFddU8cj_WTKTBFgdatFBA,WRITE_REVIEW,r-voo3Gz_JAD9YzefIk6R87g
u-buuYBnht4326LLPzJjnAyw,WRITE_REVIEW,r-r5rGNZBMbRl2eQHPsNtjLQ
b-S4qUsi44l5D9BbUCkhwQEA,HAS_MENU,Tandoori_Chicken
u-kxC0TTMfm3RdgWPKotEupg,RATE,b-ICUCAzUZFiWkYs7iCtNCQg
b-rYziPPEILDXJ_F5uKR--YQ,HAS_ASPECT,Service
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_REVIEW,r-wFR85whO67EyoYrWzNBJtA
Amazing,MENU_ATTR_FOR,b-f7RXwcus_-EOsR0q5ctVjw
Food,IS,Delicious
u-hG-Vaiobo_swSinRvINUfg,WRITE_REVIEW,r-S-YFHZKKu9q_Z5f2XRtXlw
b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_REVIEW,r-B2u5ivYsH4sy7rwKx-EIYA
b-j4ytRzcmtU4cLMBrhY7jMA,HAS_REVIEW,r-4PVgmeL0Nvm2jOKmKivxVA
Food,IS,Great
b-GC9Re0tKAnecMww3DB638g,HAS_MENU,Ice_Cream
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_MENU,Samosa
b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_REVIEW,r-Dojjr0AUXwGq1kaDXIdo3w
u-XzjwALtc1m298JddEyiZWQ,WRITE_REVIEW,r-u1elnhElCVcseMlyF-rOlA
b-dg4EMyM1feTEWfLPSbunrg,HAS_REVIEW,r-LwK60Lj00GBNprAP_LMJ2g
b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_ASPECT,Price
Tikka_Masala,IS,Fresh
Fresh,ASPECT_ATTR_FOR,b-scM6rLQqoz5dEIgwz_JFsg
u-8uHVjjN_3sLzshks-7B7vw,VISIT,b-Q8uwArm4h8bhsqxw84Gd8w
u-agqWketq-FhYwVmRyli4jA,RATE,b-idrN6XWKErG6nKDsEMNbOQ
u-cNNW36ukDqpuiDgxJv9zjw,WRITE_REVIEW,r-FrzNWQ_6VTm_K3icfPqcdg
b-YywWkWX235ZurTWSLqNPog,HAS_REVIEW,r-mFemYWCuoXgGPX33-4dovw
u-HuqqfOhA70LtHRPKDzIedw,HAS,Food
Excellent,ASPECT_ATTR_FOR,b-gA4bnK91phT5FTzG4ki3Dw
u-cMZVJdi_fKG7rp1no_2ZvA,RATE,b-ZJ0gQp0fcnIDiZv0m9--Gg
u-SzcrUoOdo5LSy98sIgj0lA,WRITE_REVIEW,r-L6s0oiyv5Pbez71o2vcg1w
Helpless,ASPECT_ATTR_FOR,b-DJuQgsoj-qmU0i5iTAa4aA
b-qhKNZTtTT6GLnPzQny-v9Q,HAS_MENU,Rice
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_ASPECT,Food
b-kG0N5urz2lkPEBDPjqFR3w,HAS_MENU,Chicken
Staff,IS,Friendly
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_REVIEW,r-CprBlfRaUNFlU6xgyYc8EA
b-MgsOZpYSntKSCzNROiWgYQ,HAS_REVIEW,r-JmNjunHAPds4rhy5W-iuFQ
b-qMw7mFHAjgG7qN82aXmeZg,HAS_CATEGORY,Indian
b-qhKNZTtTT6GLnPzQny-v9Q,HAS_REVIEW,r-oyv61BFIyXbJ6lQhu-t78w
b-TAnzFr9NixvCbvUdJMWL5Q,HAS_REVIEW,r-YffJxtJIedVYjOJaCTgnqA
b-OZwMMnRncrp7_uC-N3vV1Q,HAS_MENU,Butter_Chicken
b-UAXz2KC1aXpxzV-MLdXbmQ,HAS_MENU,Butter_Chicken
Delicious,ASPECT_ATTR_FOR,b-oX6y1Jm1jYLoWifmIrtaSQ
u-FwKfsey3SqpsxLz3_2raFw,RATE,b-vCx6uieEF0W0mKFK4sT3Yg
u-icPXBpFXaeBxt7s0WP4hFg,RATE,b-Q8uwArm4h8bhsqxw84Gd8w
u-NzqJBFA6QdOKBv1dIkTLDA,WRITE_REVIEW,r-CRBtfADfDWEYXPxd_jIZ2g
Tasty,MENU_ATTR_FOR,b-vZu3xxlMQSqFngDgdFLfXg
Fresh,MENU_ATTR_FOR,b-vCx6uieEF0W0mKFK4sT3Yg
b-AZKhBlrI5vgTBm3j9WwnbA,HAS_REVIEW,r-QqfxnnuFlq8FhckubhFB2Q
u-auxU8_xmF9Bi-sRD962_cA,VISIT,b-UaMq3DUhtkoZ5WCEQm2T9g
Friendly,ASPECT_ATTR_FOR,b-k9PfKE7KfztoMpOSx25UpA
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-EJbxgmg4UGlZa_0t3HuTQQ
Roti,IS,Good
b-XNL6PRXaQxyDO2yeBdy11w,HAS_REVIEW,r-4S2Ver1EKzN-g-7QeWwfFQ
Delicious,ASPECT_ATTR_FOR,b-S4qUsi44l5D9BbUCkhwQEA
b-qMw7mFHAjgG7qN82aXmeZg,HAS_MENU,Naan
u-5cEPTRE_RkZtReStfseaqw,RATE,b-y4z0iQZWN4R2Fk8SiPQU5A
b-ZDx7kt4aOPTlmYTqXDrTGA,HAS_CATEGORY,Indian
b-W_9ophRRWO924hn1S-y2Hg,HAS_REVIEW,r--WMeLit5AuoB91EVGPYHPw
u-8q4qgrHmNn2OHLb8g3nHGQ,WRITE_REVIEW,r-yEFVgzjsScNBx9zL1j-hPA
u-eK0ZDS5h2aaBM9daB-UIuw,WRITE_REVIEW,r-83vSjKFrgfUSxvYfFpDUcQ
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_MENU,Salad
b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_REVIEW,r--0AJcCouAMGk2oz4GtAjaA
b-k9PfKE7KfztoMpOSx25UpA,HAS_MENU,Mango_Lassi
Chicken,IS,Tender
u-if3b1CBDBDJYnGo_hXtHDg,RATE,b-sUGlSS0AF2xPYFEjvKJbSA
b-35KvoWbA3kEsdckaWqG3OA,HAS_REVIEW,r-zXaGburMAC-jAZcyUcro3A
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_REVIEW,r-1oEhYo-odF1iZLOLXla-hw
u--JSIfWqNjPZWc8bN2lhVmw,WRITE_REVIEW,r-qpoNjz6ZPW-gaBxJY3ksPA
u-UOy50uHRgog58A1TFtUsfg,VISIT,b-j9YFHVQqxM_qKHIc4nck-A
b-c4qE3ygdEQUD9dZjganavA,HAS_MENU,Rice_Pudding
u-5Isi0CjKB0STfufSg1SxHw,WRITE_REVIEW,r-VzHlLaTtDUZ4G0BXThsjPg
u-GUMxq_mi_XFoUMlYDoQYeg,VISIT,b-mOsKIonnlHllP9gfbXdgnQ
u-7vPkGspK1jDpC1PwddbORQ,VISIT,b-Q8uwArm4h8bhsqxw84Gd8w
Naan,IS,Good
b-BxkVct02QHybp54ATZgkUQ,HAS_REVIEW,r-93b3VIq9KoByuibYa9FC1g
u-tT4FR1IFaKefW2hwOSRCxQ,VISIT,b-DeI4KqEeWy0cTdh7Wy5_RA
u-cuB0D5lUemrEow1FOLv54Q,RATE,b-eRZuxjnaMviiVyvhejwTBQ
u-Nf_QqEr5eY9ukEFi50lZBg,RATE,b-8PZGCtgG5MZKvz9i3B9gCA
u-WvGMOT2WUnE1tEmP0-OlqA,VISIT,b-ZJ0gQp0fcnIDiZv0m9--Gg
Soup,IS,Cold
u-LlADl_EQrXex5nyNAWNZyw,VISIT,b-DxbdfvNYPCyiLJDDPJK3Tg
Butter_Chicken,IS,Good
b-3wJ4kJsJhayyfJ30HsS04g,IS,Hot
u-qZVJpugrno01UDbz_b4jcQ,VISIT,b-h-psPOmlY0mCOflb3S3rdQ
u-3lSr4SIe-FN-HoUaUND52A,RATE,b-gXLiBVCHIqoPEw2CaP3QmQ
b-35KvoWbA3kEsdckaWqG3OA,HAS_ASPECT,Food
b-qcqDjeirxvdgW5kQVkEwSA,HAS_REVIEW,r-e3jBMmxykGpru6PU7R8xvQ
u-ia4zPwafRCP53vDbrTpnkg,VISIT,b-YywWkWX235ZurTWSLqNPog
u-FLLrA7D34jmzX0h2k3i2MQ,WRITE_REVIEW,r--I6_M7eiY-5KvvpvXEV70A
u-c1xQsb6ACFmXJHq8wWrB3Q,WRITE_REVIEW,r-A_Duxj4slmedjizV3y5KFw
u-mj22XHVEWOe-mRh7GFuD9Q,ORDER,Bombay_Chutney
u-9fgBA8JsS1RZTCShEGj-xg,RATE,b-Dh2Z3WNu6M71LbMNHEeg3w
u-eu3bRjCyZJQ1Kqgu9vM1fA,VISIT,b-gw0ZS5b5RP3Lzr1BoCbALg
b-_X0M7EMx475KZSX9wAsmgg,HAS_REVIEW,r-5oPYUw0RUCRiaJH41w1wyg
b-qcqDjeirxvdgW5kQVkEwSA,HAS_REVIEW,r-xXbmNGU9fI_zQdIlkl932A
Tandoori,IS,Bad
b-eRZuxjnaMviiVyvhejwTBQ,HAS_CATEGORY,Halal
b-qhKNZTtTT6GLnPzQny-v9Q,HAS_CATEGORY,Halal
Staff,IS,Ready
u-7qSOf2kaMWEhS544oIFR4w,RATE,b-RE4qn28MEiDrM1PbdYVgxA
u-wffnrXJoLppOlvNOZKU70A,WRITE_REVIEW,r-tr8Q6jeFKcP8hgcPnHoSZQ
u-EiP1OFgs-XGcKZux0OKWIA,VISIT,b-j9YFHVQqxM_qKHIc4nck-A
b-P4zWgzYzy03D9LeDTpKuDg,HAS_REVIEW,r-4rCuom4NIj8UHH4a1rpdEw
b-xYpAg60oZVbOtSYgrOKBgQ,HAS_ASPECT,Service
Mango_Mousse,IS,Sweet
b-h3_Jnt_y0VPaC5x5kCWY0w,HAS_MENU,Shisha
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_ASPECT,Food
u-qYOiteHcT9TbuRyj66Dx_w,VISIT,b-MMOEaEcq-bsg_RYWHSC4_g
b-j9YFHVQqxM_qKHIc4nck-A,HAS_MENU,Bombay_Chicken
b-P4h8kgy_48oE9vCHJc4BCQ,HAS_MENU,Karahi_Chicken
u-1e3LfvxJEcFU_cRmllYeFA,RATE,b-W_9ophRRWO924hn1S-y2Hg
u-Ul42L3SbNiV0aB1eocj-KQ,RATE,b-UaMq3DUhtkoZ5WCEQm2T9g
b-scM6rLQqoz5dEIgwz_JFsg,HAS_MENU,Tikka_Masala
Attentive,ASPECT_ATTR_FOR,b-j4ytRzcmtU4cLMBrhY7jMA
b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_CATEGORY,Pizza
b-CvOxwAhmwwy3sQRKYVAjGg,HAS_MENU,Naan
b-8PZGCtgG5MZKvz9i3B9gCA,HAS_REVIEW,r-hB8DdwNyikgAK6gwu6u00w
u-K5BJUOt1cQBv5c_n19l_lQ,VISIT,b-BoiAZQB9AHRvazM055GFOw
b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_ASPECT,Food
Excellent,MENU_ATTR_FOR,b-35KvoWbA3kEsdckaWqG3OA
Biryani,RECOMMEND,b-TAnzFr9NixvCbvUdJMWL5Q
Ready,ASPECT_ATTR_FOR,b-Dd1w7xR7Xs3bthwusgy33Q
u-vMtTRr_QO9ESi7ODh6sEHQ,RATE,b-8PZGCtgG5MZKvz9i3B9gCA
b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Garlic_Naan
u-j6YHy5kkqMy2yG-z6E6CqQ,WRITE_REVIEW,r-mUtJmgr0o9WvAr1cxIdWvw
b-5VOqWjRXUPc7b1A_NSI9mQ,HAS_ASPECT,Service
Staff,HAS,Menu
b-qMw7mFHAjgG7qN82aXmeZg,IS,Fancy
Butter_Chicken,IS,Nice
u-a2VgXrdJUflY9HOTPb62XA,ORDER,Chili_Chicken
Chicken_Breast,IS,Good
u-YBT3EKUNN4IP8m4x7sGu1g,WRITE_REVIEW,r-J7aTgU_-vVZjxLlxk3dc6Q
u-SUyFqtj7G2hXLVKlRjvgCw,ORDER,Scheshwan_Chicken
u-qCY467Gp1D1Yrn_N9BpT_Q,WRITE_REVIEW,r-ylVuYb3QS8QfjQTEgMuMrA
u-8OZ0XguTupUeWpeAZ7u7MQ,WRITE_REVIEW,r-3TgtF4SvYdchMA39otX34w
u-YkBaano32ehwZj0jAy_aOA,RATE,b-f7RXwcus_-EOsR0q5ctVjw
u-dwBPLpjJ95eM73_RyuL2tg,RATE,b-DxbdfvNYPCyiLJDDPJK3Tg
b-Pzs43Fkub-6A9hA1zqpF_w,HAS_REVIEW,r-vG_z6Mxe306QLkFgb6zpKw
u-RmiKdzXAb9Ai8csbGCCO1g,WRITE_REVIEW,r-LIecaHK4QaRyYVGRPNvHXg
u-PTA9-r1rmcFx0dZGdKCfhQ,WRITE_REVIEW,r-dBmUB6k4X-i6C48dU4CKaA
Lamb_Biryani,IS,Stingy
u-m_H93eDKdiBlRv8K7Ffgsg,WRITE_REVIEW,r-9G3IL2DEYUbDwDBFb173hA
Good,ASPECT_ATTR_FOR,b-gA4bnK91phT5FTzG4ki3Dw
u-JO43kQUk910jSNL1FhqgvQ,LOVE,b-S4qUsi44l5D9BbUCkhwQEA
u-RsuNc8EdA9J_dsImcheaRQ,VISIT,b-MgsOZpYSntKSCzNROiWgYQ
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_MENU,Chicken
u-33dAdbBE0ysDWz9zs7XVsQ,WRITE_REVIEW,r-Nm2oElxplXJ2jVRo976fOg
u-jv6qVvgHckHSw-1uEudNdQ,VISIT,b-LwXo16VrGPhhOWc_Wj7ifw
u-rzSpxatBhTjw7vzT1h2yMA,VISIT,b-sUGlSS0AF2xPYFEjvKJbSA
u-tM84r9rP7XTjX4SnRzviMA,VISIT,b-bO_JX-lDo5D5JGZhK5Ly3A
b-MMOEaEcq-bsg_RYWHSC4_g,HAS_REVIEW,r-t47UYQoqoCFed6cAZb1aJQ
u-sevuUDFe6hw9Xy5QcyzQFw,WRITE_REVIEW,r-Cr-3C5AOx4VLsVfbQyt3rA
b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Chicken_Soup
Butter_Chicken,IS,Authentic
b-BoiAZQB9AHRvazM055GFOw,HAS_ASPECT,Food
b-TTCZkfxt0GW8YUzdVe0PrA,HAS_MENU,Naan
Customer_Service,IS,Great
u-SNKItb2KLMr6D_I5HcCvIA,RATE,b-MMOEaEcq-bsg_RYWHSC4_g
u-_MkZoRNKeJ9pAk8tOMSddA,VISIT,b-sUGlSS0AF2xPYFEjvKJbSA
u-PkZcF10Nqrqo74w9NWQFEg,ORDER,Chicken_Sag
u-fDmP5doogI3DVSMky1ONSw,RATE,b-k9PfKE7KfztoMpOSx25UpA
u--DQisTwt2iGzKKfqy-NWHQ,VISIT,b-3frFidAcPVYAFB2RxxkIdA
u-r_JrfBgXoQrIKgt53gSQOw,RATE,b-7xA6iSP0Ndn08tpBFQtUKA
Food,IS,Fantastic
Fresh,MENU_ATTR_FOR,b-vZu3xxlMQSqFngDgdFLfXg
Good,ASPECT_ATTR_FOR,b-35KvoWbA3kEsdckaWqG3OA
b-oVuZtlCFg_zF090Nhtp0Ow,HAS_MENU,Indian_Bbq
Naan,IS,Good
b-TAnzFr9NixvCbvUdJMWL5Q,HAS_REVIEW,r-4ypxZvwUR9wtJXiWPa3NYA
u-Hzy3Jp1jINIRgCF04My3iw,RATE,b-h-psPOmlY0mCOflb3S3rdQ
b-5VOqWjRXUPc7b1A_NSI9mQ,HAS_MENU,Dinner
u-1SkzkCvejQ8U5QYKV-7MiQ,RATE,b-MgsOZpYSntKSCzNROiWgYQ
b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_REVIEW,r-4DyK3Ac83wZ1UJa3wGN3nA
u-CZtMAdbPtY_dDrUYpzHHRg,RATE,b-DxbdfvNYPCyiLJDDPJK3Tg
u-0-M2ovkMFcAlBjg8nxBXvA,VISIT,b-kG0N5urz2lkPEBDPjqFR3w
Excellent,ASPECT_ATTR_FOR,b-bO_JX-lDo5D5JGZhK5Ly3A
u-4dVgvYYgrem4rhz5CoBk6g,VISIT,b-ZDx7kt4aOPTlmYTqXDrTGA
Goat,IS,Tender
Food,IS,Tasty
u-liiY-jtE681B_fbP1sHfiw,VISIT,b-eRZuxjnaMviiVyvhejwTBQ
b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_MENU,Dinner
Service,IS,Prompt
u-QozLnf7sjzQ0IRzEAsepKQ,WRITE_REVIEW,r-sVZWYzvVaOZlLlOGCYGJFg
b-hubbaEcYPYEZu5Ziz6i0lw,HAS_MENU,Chick_Tikka_Masala
b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_ASPECT,Service
u-E8t5h3qFecOVmrEMgoQVfg,VISIT,b-idrN6XWKErG6nKDsEMNbOQ
Delicious,ASPECT_ATTR_FOR,b-UaMq3DUhtkoZ5WCEQm2T9g
Bland,MENU_ATTR_FOR,b-DeI4KqEeWy0cTdh7Wy5_RA
b-CB99Ifh4OnBTnuNdRjj_fQ,HAS_MENU,Dal
u-fLD6rRsqwXLoIhOUeFnQBA,VISIT,b-TAnzFr9NixvCbvUdJMWL5Q
u-UejuYo11GuFTGDp7e1_0sg,WRITE_REVIEW,r-Ea4POfBICN3BLy7h7o1NEA
Food,IS,Tasty
b-c4qE3ygdEQUD9dZjganavA,HAS_REVIEW,r-vAjIf2H_Wa7Q5QGjST7ELQ
u-SfcUPkA9V1XVIwbQkRxUnw,ORDER,Chicken_Vindaloo
b-yy_FhzQCeLreV21OBccPAg,IS,Hard
b-35KvoWbA3kEsdckaWqG3OA,HAS_MENU,Mango_Lassi
u-1ho5Y8iaj73Ak3i1fUCePg,RATE,b-UaMq3DUhtkoZ5WCEQm2T9g
Bad,ASPECT_ATTR_FOR,b-gsc1j3RZQdScBnULSwaV9A
Good,MENU_ATTR_FOR,b-oX6y1Jm1jYLoWifmIrtaSQ
b-De8Z9rLZOmf-icp3gDxCZA,HAS_REVIEW,r-eUGBeIyUF9SrwEz3e9pi5g
u-4Yex5FN7GNOnzNek0DVBsA,RATE,b-De8Z9rLZOmf-icp3gDxCZA
u-1_EjpNh_kbrfZI5YP9onuA,WRITE_REVIEW,r-JSw_7lgQyDecFNZMjGbGSg
b-W_9ophRRWO924hn1S-y2Hg,HAS_ASPECT,Food
u-wxCFYitE2XkXfhHdCDiCIQ,VISIT,b-bO_JX-lDo5D5JGZhK5Ly3A
b-Dd1w7xR7Xs3bthwusgy33Q,HAS_REVIEW,r-VqG1mBSuq9UAviCkPdxGQg
u---inoxVRk5TYjhuI4e304A,ORDER,Butter_Naan
u-9gCAt3MUi1gEr5t519ckRA,WRITE_REVIEW,r-WqUR40-Gdm3MWL7x2dNSug
b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_REVIEW,r-Xo6qctlvtIooPKTWkq5yWQ
u-x9nQbcpKEFcs5Q2fCUGDng,VISIT,b-35KvoWbA3kEsdckaWqG3OA
u-rBdepiLZ9ltXnesSO7FzTg,RATE,b-j4ytRzcmtU4cLMBrhY7jMA
b-LZWXP-D4YPlzsFjVx6b9XA,HAS_REVIEW,r-YEP_pQoaSGTSADk5axoNtw
u-NzqJBFA6QdOKBv1dIkTLDA,VISIT,b-LwXo16VrGPhhOWc_Wj7ifw
u-vwSs94I4qE_874wg4kCOSQ,WRITE_REVIEW,r-L_CRd-BKGfKSaoz9Uw8QQw
Paneer_Tikka_Masala,IS,Tasty
b-j4ytRzcmtU4cLMBrhY7jMA,HAS_ASPECT,Service
