,subject,predicate,object
4962,b-f7RXwcus_-EOsR0q5ctVjw,HAS_REVIEW,r-iD33pyoN5aZv-ZP8eDLsEw
4963,b-Ksk5cLav4OtbUtpRGp5b4g,LOCATED_IN,Cleveland-United_States
4964,b-XNL6PRXaQxyDO2yeBdy11w,HAS_REVIEW,r-NnXcSPVFuYdVIReu0JrdDg
4965,Food,IS,Incredible
4966,u-XqjeXUZ1BXzxl1HqLABX1w,RATE,b-scM6rLQqoz5dEIgwz_JFsg
4967,b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_REVIEW,r-qSB_xCquoq4UtasfvwxgXg
4968,u-GCnB1Qs2wNur4B3_ih-1Iw,WRITE_REVIEW,r-dpUC2X2B24cmx277Yg29XA
4969,b-0cf-w9PK5gLkBkitL3bdqw,HAS_ASPECT,Food
4970,u-aeO2eQXK9riEOQWJpBu3qQ,ORDER,Chili_Bhaji
4971,b-k9PfKE7KfztoMpOSx25UpA,HAS_ASPECT,Food
4972,b-nbf4o8gUP2y9JKFE2wBO2A,HAS_ASPECT,Staff
4973,u-WuvSmp8UhNrPUFnB5gm-kg,VISIT,b-5eDg_Y2N6aU_k7tIxoFXTg
4974,u-CVuHh4vm94TMAjt3nbEumg,RATE,b-COfzp0tze_F8N13zn40zzg
4975,u-vW0qGR5hRIe2TbGkkfyIjg,WRITE_REVIEW,r-uXuWRUp-Q5Miq42luOH80g
4976,b-eRZuxjnaMviiVyvhejwTBQ,HAS_REVIEW,r-q86surSx6_Cb28RsEpgTgg
4977,Inspire,MENU_ATTR_FOR,b-LwXo16VrGPhhOWc_Wj7ifw
4978,u-eKfWWRDvDRmO9h9E8_WpcQ,RATE,b-XvuUYiJYAAiNC4AmdbBZ8g
4979,b-bO_JX-lDo5D5JGZhK5Ly3A,HAS_MENU,Sabji
4980,Great,ASPECT_ATTR_FOR,b-MMOEaEcq-bsg_RYWHSC4_g
4981,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Gulab_Jamun
4982,u-J7iJ3EZWyUIcZRDjki4NEA,WRITE_REVIEW,r-YffJxtJIedVYjOJaCTgnqA
4983,b-scM6rLQqoz5dEIgwz_JFsg,HAS_MENU,Mango
4984,u-3B7t3At5fFWaeLVaHiVk4A,HAD_IN,Lena
4985,u-GO9KExn524b7TAwnYPMq-g,VISIT,b-j4ytRzcmtU4cLMBrhY7jMA
4986,b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_REVIEW,r-wcMkrLqszsCwEx40XQK3IA
4987,Good,ASPECT_ATTR_FOR,b-OZwMMnRncrp7_uC-N3vV1Q
4988,b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_REVIEW,r-UA9Fyu4gAk_ZSZVCLNA97w
4989,Well,ASPECT_ATTR_FOR,b-P4zWgzYzy03D9LeDTpKuDg
4990,Friendly,ASPECT_ATTR_FOR,b-Eu-M3y8a5bIxIRXlCj9yHA
4991,u-Q4W700OKMIR8wtj0V-CAjA,WRITE_REVIEW,r-pk6bZ3qZ3L9nTJ3enMPK5Q
4992,u-GqLTKz0YsSkX-DTc9oHrBg,RATE,b-xSuR0FK8cHzBLXowCV3Pyw
4993,b-f7RXwcus_-EOsR0q5ctVjw,HAS_MENU,Soup
4994,u-bnYeFVApkSzjOpCvf78z8Q,RATE,b-35KvoWbA3kEsdckaWqG3OA
4995,u-3WeQUfzOZxZR71NnTWKMEg,VISIT,b-qhKNZTtTT6GLnPzQny-v9Q
4996,b-scM6rLQqoz5dEIgwz_JFsg,HAS_MENU,Tikka_Masala
4997,u-uhh58IpM8Ubx4Jcs3kovVw,WRITE_REVIEW,r-lbqrn-MF0bKx-SAIpfO7-A
4998,u-14ryIRc7Rh4N_oHgbqpTFQ,WRITE_REVIEW,r-z9nxS0aWzOU9nOr7H3irHg
4999,Food,IS,Good
5000,Rice,IS,Good
5001,u-_x19W2kX3DEAjgCBvdUnkA,RATE,b-y4z0iQZWN4R2Fk8SiPQU5A
5002,b-DeI4KqEeWy0cTdh7Wy5_RA,HAS_ASPECT,Service
5003,b-8PZGCtgG5MZKvz9i3B9gCA,HAS_REVIEW,r-3erm7JUS5UgE6phnw5KWIA
5004,b-scM6rLQqoz5dEIgwz_JFsg,IS,Successful
5005,Price,IS,Amazing
5006,Fresh,MENU_ATTR_FOR,b-f6T2YaTfGoSyQV-l4jzrjw
5007,b-idrN6XWKErG6nKDsEMNbOQ,LOCATED_IN,Mississauga-Canada
5008,u-EpHjPLLhKtQPE-m02ZmCTw,RATE,b-35KvoWbA3kEsdckaWqG3OA
5009,u-3AtK3JOruyIQdcx_FnIkCw,WRITE_REVIEW,r-9Lgein7KsSwk3Tpro3CvFQ
5010,Chicken_Pakora,IS,Fantastic
5011,b-Pzs43Fkub-6A9hA1zqpF_w,HAS_ASPECT,Service
5012,u-rRdhtqePilOUbSjIJz-h-w,WRITE_REVIEW,r-josSAt_HLJPNFFAyRTo_mA
5013,u-GJb9zDG0TWwM3Vbr5ictpQ,WRITE_REVIEW,r-UoUqoBG6CnyGe1Gt2aYugQ
5014,Delicious,ASPECT_ATTR_FOR,b-qcqDjeirxvdgW5kQVkEwSA
5015,Good,ASPECT_ATTR_FOR,b-W_9ophRRWO924hn1S-y2Hg
5016,b-gA4bnK91phT5FTzG4ki3Dw,HAS_ASPECT,Food
5017,b-35KvoWbA3kEsdckaWqG3OA,HAS_MENU,Rabdi
5018,Curry,IS,Cold
5019,Chicken,IS,Dry
5020,Great,MENU_ATTR_FOR,b-vCx6uieEF0W0mKFK4sT3Yg
5021,u-REigeuE57-4ZYneT7_ADpA,HAS_FRIEND,u-7Z8zVe9a2lcXD_B__gw1Ig
5022,b-P4h8kgy_48oE9vCHJc4BCQ,HAS_REVIEW,r-bU00JJj3Exj-cIeiJSSuxQ
5023,b-f7RXwcus_-EOsR0q5ctVjw,HAS_ASPECT,Price
5024,u-pSQWuAphL0lvFB81HISEfg,WRITE_REVIEW,r-L8VPzxrU6MZhhjyBnspcxA
5025,b-oX6y1Jm1jYLoWifmIrtaSQ,HAS_ASPECT,Food
5026,u-9Ps53-JoheeX9pFbRpahRg,VISIT,b-dg4EMyM1feTEWfLPSbunrg
5027,b-XvuUYiJYAAiNC4AmdbBZ8g,HAS_REVIEW,r-wgPOEaMx5MEczCyKYOj6Nw
5028,Mango_Lassi,SAT_IN,u-yphnJ8zYbJF7Y3QbtMj91g
5029,b-P4zWgzYzy03D9LeDTpKuDg,HAS_ASPECT,Taste
5030,b-mOsKIonnlHllP9gfbXdgnQ,LOCATED_IN,Pickering-Canada
5031,u-cuB0D5lUemrEow1FOLv54Q,VISIT,b-eRZuxjnaMviiVyvhejwTBQ
5032,u-xLJLOKSZSFjH_PZcD0Uj9g,VISIT,b-Q8uwArm4h8bhsqxw84Gd8w
5033,u-NLX7OC9XpCSzlOBMG_lmeQ,RATE,b-7xA6iSP0Ndn08tpBFQtUKA
5034,u-V5NaQCpO1w9u7LaqLwasvQ,WRITE_REVIEW,r-KpIJCSVIAZCxUhNtL0oLWw
5035,u-pUVS6cS7880d6uwLRgMwEw,VISIT,b-ICUCAzUZFiWkYs7iCtNCQg
5036,b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_REVIEW,r-tt8ZCG57AB0XIa-5K1CY8A
5037,Mango_Lassi,IS,Nice
5038,u-mjwoKtngWfP0SIdW1cFWcg,WRITE_REVIEW,r-FkYba36qTOD0Mzh-A8rU-Q
5039,Delicious,MENU_ATTR_FOR,b-S4qUsi44l5D9BbUCkhwQEA
5040,u-DzMV5nTn46Gal-fMRuq6Ug,WRITE_REVIEW,r-XQ-fgx-dRA66XgSRPi123Q
5041,Food,IS,Excellent
5042,u-9QEoZRnONsQpWa61M0T3NA,RATE,b-xA6L2w_TlbxHubb1xeBE8w
5043,b-SxuD7iY8QO88PNbSdNmNKg,HAS_MENU,Coconut_Drink
5044,u-JK33W3CV9nzktfuIunB6Ag,RATE,b-Pzs43Fkub-6A9hA1zqpF_w
5045,b-scM6rLQqoz5dEIgwz_JFsg,HAS_MENU,Shahi_Korma
5046,u-8rBMohJdkfLhZvC_79sVaA,VISIT,b-DeI4KqEeWy0cTdh7Wy5_RA
5047,Great,ASPECT_ATTR_FOR,b-V_jIfMz9Z7a5mthleRq0_w
5048,b-0zTLMQOZhiCp9GFtegiFsw,HAS_REVIEW,r-GwupuCgwEl_KCnEp-AT7Xg
5049,u-3JogbSVJUT4ZfSEPxHaTYg,RATE,b-0cf-w9PK5gLkBkitL3bdqw
5050,b-NHDdAZJqS3cf_K6HYxoQ9w,HAS_ASPECT,Service
5051,Good,MENU_ATTR_FOR,b-35KvoWbA3kEsdckaWqG3OA
5052,u-xwIeGfv2NAhq9Kofn5qQmg,RATE,b-p-J9iJgeHmPGk2jFAM0WnA
5053,b-5eDg_Y2N6aU_k7tIxoFXTg,HAS_REVIEW,r-hV3nmUumiRrZe8jdw3dALw
5054,u-IdhiZofTvwWd_Ul5m338wQ,RATE,b-eRZuxjnaMviiVyvhejwTBQ
5055,u-HvDBT2whHCalPX7eWgmrqw,ORDER,Salad
5056,u-NftDx7ER0iz2o8zP9jpkyA,RATE,b-0zTLMQOZhiCp9GFtegiFsw
5057,u-fjja1SUrhPYRZFwAseYBvA,WRITE_REVIEW,r-aqY4g4IUqWAU8Pw3xLOfMw
5058,Mediocre,ASPECT_ATTR_FOR,b-kG0N5urz2lkPEBDPjqFR3w
5059,u-Yz77uNLKFzS9rlQYOgbQSg,HAS_FRIEND,u-JUT0U3HTSB3kz9Wh7N0GqA
5060,b-vCx6uieEF0W0mKFK4sT3Yg,HAS_REVIEW,r-EbbnJMBZRFJlbCuaRV4bCg
5061,u-qDXF8u6hLuY7Viwue6dFNQ,WRITE_REVIEW,r-HhIuYB7MmYtc8-UGpBWL8Q
5062,b-gA4bnK91phT5FTzG4ki3Dw,HAS_REVIEW,r-Nxwfqv4rfA-lXQYxdg_b6Q
5063,u-Fk3Io6ZVH0ExuUHd11jUnQ,RATE,b-LwXo16VrGPhhOWc_Wj7ifw
5064,b-qcqDjeirxvdgW5kQVkEwSA,HAS_REVIEW,r-5g_FkNyReBJBPQvNNcskGw
5065,u-5QfGgW6hWDBLOkBnUPt0lA,WRITE_REVIEW,r-4-mCUrt2FfzFMvENMW_1Eg
5066,u-fQNL5QkjjTSGmxJAC3xQmA,RATE,b-Eu-M3y8a5bIxIRXlCj9yHA
5067,Biryani,IS,Plentiful
5068,u-UOy50uHRgog58A1TFtUsfg,WRITE_REVIEW,r-owKn9vS8DKBuSfB0K8zGDg
5069,b-0Hy2VE9tqTo4QbovMz3xrQ,HAS_REVIEW,r-KhLtvFqpwfljHlFzwi5QEw
5070,Decent,ASPECT_ATTR_FOR,b-LZWXP-D4YPlzsFjVx6b9XA
5071,u-PLIBoFMlQjM-FKqMCHnwgw,WRITE_REVIEW,r-KzzjXWoRrRHhucHAqRSDbw
5072,u-sUtlFsTvPM3pzoCJ3O93HA,VISIT,b-idrN6XWKErG6nKDsEMNbOQ
5073,u-sJ-NdVJt6LSKUQjqoZeNiA,WRITE_REVIEW,r-f3hf1drnbWDAkaMMzoslOA
5074,u-sdkuOt-c6-TR1yYKX69xwg,WRITE_REVIEW,r-FVH7JxU031C2yBtVAcG-xQ
5075,u-PiSCokd01nxdMkVQRV_R7A,ORDER,Eggplant
5076,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_ASPECT,Food
5077,u-jnB_saJqNfOmVoCWquhAzg,HAD_IN,Ssauga
5078,Bad,ASPECT_ATTR_FOR,b-MgsOZpYSntKSCzNROiWgYQ
5079,Poor,ASPECT_ATTR_FOR,b-3wJ4kJsJhayyfJ30HsS04g
5080,Good,MENU_ATTR_FOR,b-UaMq3DUhtkoZ5WCEQm2T9g
5081,Food,IS,Well
5082,b-7vgWonwfqRt9pxR1c00Ulw,HAS_ASPECT,Service
5083,u-uf95iifC_TQ-DtDs0rtiXg,RATE,b-y4z0iQZWN4R2Fk8SiPQU5A
5084,Sauce,IS,Fantastic
5085,u-ZDAjNnzMh_k_NPxYA0AwiQ,WRITE_REVIEW,r-3ELV5TTRzDrLTO3HT7xGmQ
5086,b-TTCZkfxt0GW8YUzdVe0PrA,HAS_MENU,Corn_Vepudu
5087,u-et8YTcfYcJBALetRh4Sdpg,WRITE_REVIEW,r-oiu65tEKPZusfiJTrj4_7A
5088,b-ICUCAzUZFiWkYs7iCtNCQg,HAS_REVIEW,r-jwdsOpc3OfDs9UjNLPEXYw
5089,Pleasant,ASPECT_ATTR_FOR,b-3wJ4kJsJhayyfJ30HsS04g
5090,u-3sY-Wj7CKDb9YjQm7LG5Ew,ORDER,Shrimp
5091,b-TTCZkfxt0GW8YUzdVe0PrA,HAS_MENU,Biryani
5092,u-EnIJz6JaLgPE4JA8eyZjbA,ORDER,Egg
5093,u-JT9Ux1QWW2x1tDyFNaSp1A,ORDER,Chicken_Biryani
5094,u-MyFtpeGsV4z3zvFBnfGIvw,VISIT,b-V_jIfMz9Z7a5mthleRq0_w
5095,u-sZo-AQkZgrcBjYKFlfB5nQ,RATE,b-oX6y1Jm1jYLoWifmIrtaSQ
5096,u-CTavgBU-A8wQgmvp07FCeg,VISIT,b-yy_FhzQCeLreV21OBccPAg
5097,u-omX8yy0m_dZCnv3GJfYiSA,WRITE_REVIEW,r-LDlo6zndFbVUx0ukhMDx8Q
5098,b-35KvoWbA3kEsdckaWqG3OA,HAS_REVIEW,r-zLPy05_IaoH-eUkm62zzUg
5099,u-BsvsJue01pezr1hnGqQ1Lw,VISIT,b-MMOEaEcq-bsg_RYWHSC4_g
5100,b-BxkVct02QHybp54ATZgkUQ,HAS_MENU,Lassi
5101,b-DJuQgsoj-qmU0i5iTAa4aA,HAS_REVIEW,r-i9a9zGD-9qXBkn009ylWhA
5102,u-t273BTkjv1vsWrOCT3lKLQ,WRITE_REVIEW,r-oRKSmzzQor0PSobBW4GfUA
5103,b-De8Z9rLZOmf-icp3gDxCZA,HAS_ASPECT,Food
5104,u-yxnhJ_lzLgZvczfNDk6L1w,RATE,b-gw0ZS5b5RP3Lzr1BoCbALg
5105,Awesome,MENU_ATTR_FOR,b-DxbdfvNYPCyiLJDDPJK3Tg
5106,Bland,MENU_ATTR_FOR,b-0Hy2VE9tqTo4QbovMz3xrQ
5107,u-yyEnnbYtl8caFy-r04qGJw,VISIT,b-OZwMMnRncrp7_uC-N3vV1Q
5108,b-vZu3xxlMQSqFngDgdFLfXg,HAS_MENU,Naan
5109,Chutney,IS,Overbearing
5110,Fresh,MENU_ATTR_FOR,b-DeI4KqEeWy0cTdh7Wy5_RA
5111,u-XCRZlj1aTmH0JoFJSZ0GSg,ORDER,Fry_Biryani
5112,b-k9PfKE7KfztoMpOSx25UpA,LOCATED_IN,Dollard-des-Ormeaux-Canada
5113,u-5wT0vDycEzgq95yVCZ60Aw,ORDER,Chicken
5114,u-G-pUjm-FGYGibs_syjTHWQ,CLOSED,Menu
5115,u-c_IWI6W5oqZztQ2X3h_fPw,VISIT,b-h-psPOmlY0mCOflb3S3rdQ
5116,u-t_m1a0KzG960Vh5wgHo9YQ,WRITE_REVIEW,r-CAwGZzN4vD_jgnWU88v_Ng
5117,b-OZwMMnRncrp7_uC-N3vV1Q,HAS_REVIEW,r-L26vMpMuQETI71wWwiMM8A
5118,b-MgsOZpYSntKSCzNROiWgYQ,HAS_ASPECT,Menu
5119,Perfection,MENU_ATTR_FOR,b-ICUCAzUZFiWkYs7iCtNCQg
5120,b-y4z0iQZWN4R2Fk8SiPQU5A,HAS_ASPECT,Food
5121,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_REVIEW,r-ra2yOm0zhOFlUKS6AE8IIg
5122,u-SRA86Xyf9fbOAhICWttMLQ,RATE,b-Eu-M3y8a5bIxIRXlCj9yHA
5123,u-CT9bcSQrpVLzml-CPKvzVQ,WRITE_REVIEW,r-2T2WRcX3E-5eobRfu3_xuw
5124,u-UGXxwHQCIMyvbBpn-ZDNDA,VISIT,b-P4h8kgy_48oE9vCHJc4BCQ
5125,u-sfzUgKqNupckAeDywfdedA,RATE,b-or1daHtUK9b7sqFRPf62GQ
5126,Food,IS,Good
5127,b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_CATEGORY,Middle_Eastern
5128,b-8grTRpmD9JYRPWayoLxg0w,HAS_REVIEW,r-2dr9M334kbd886B2beNa-w
5129,Good,MENU_ATTR_FOR,b-DeI4KqEeWy0cTdh7Wy5_RA
5130,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Naan
5131,Chicken_Biryani,IS,Good
5132,b-f6T2YaTfGoSyQV-l4jzrjw,HAS_MENU,Sweets
5133,Chicken_Biryani,IS,Good
5134,b-V_jIfMz9Z7a5mthleRq0_w,HAS_REVIEW,r-Tlz__Jt0GMBvUWqXMvHTDg
5135,u-deVz7CbX6fUp12x690FQNw,RATE,b-ICUCAzUZFiWkYs7iCtNCQg
5136,b-qcqDjeirxvdgW5kQVkEwSA,HAS_MENU,Fries
5137,b-NHDdAZJqS3cf_K6HYxoQ9w,LOCATED_IN,L'Île-Perrot-Canada
5138,u-YxRNOrZf2kVybZenwRdBKQ,WRITE_REVIEW,r-vYBWHE0oIU2Z6Wz910iFHQ
5139,b-nbf4o8gUP2y9JKFE2wBO2A,HAS_ASPECT,Service
5140,u-T1TI-1x4TJB7V-nJhaP_NA,VISIT,b-Dd1w7xR7Xs3bthwusgy33Q
5141,Perfect,MENU_ATTR_FOR,b-BxkVct02QHybp54ATZgkUQ
5142,u-lGz_Am4D9NewdEvNHgz4-w,VISIT,b-BxkVct02QHybp54ATZgkUQ
5143,u-l6kkFLWO6FuEzRro6bcMwQ,ORDER,Butter_Chicken
5144,b-SxuD7iY8QO88PNbSdNmNKg,HAS_REVIEW,r-gk9MxTVpZXB5utWdst9AEw
5145,u-IZXnSMdOkVdFH-mw6zQBbA,LOVE,Food
5146,Tender,MENU_ATTR_FOR,b-dg4EMyM1feTEWfLPSbunrg
5147,u-auxU8_xmF9Bi-sRD962_cA,WRITE_REVIEW,r-u4Z2kBMDddS3LA3u1Quj5A
5148,b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-DK7671kaZxJJTLALuYK1Bw
5149,u-ZjIlRvHIPdPqJ4ewOMoMoQ,WRITE_REVIEW,r-5_mjNz2AyWiYumovujBFQw
5150,b-35KvoWbA3kEsdckaWqG3OA,HAS_REVIEW,r--sTVs0aOCdZQuxVfdvEmmQ
5151,u-uYx0D8qGz3dNfnPyehAtuw,WRITE_REVIEW,r-laehVptdMgHvoSNTBbTtcw
5152,b-kfwpXBsMQLqhUvscWB6b9g,HAS_REVIEW,r-WtKmWoe881aAe2llTEYn6w
5153,u-G3jQjM0t2Q1jof4I4J5E-A,WRITE_REVIEW,r-N3vkTScLW8shALS_E24gag
5154,u-Nlgl2CCKf83BhwEwCbmO3Q,VISIT,b-MgsOZpYSntKSCzNROiWgYQ
5155,Superb,ASPECT_ATTR_FOR,b-Dd1w7xR7Xs3bthwusgy33Q
5156,b-MMOEaEcq-bsg_RYWHSC4_g,HAS_REVIEW,r-F8-1UpKvZh5G2tFGDvu4uQ
5157,u-_0lqX3m25K6qEkbLlY4DLQ,RATE,b-XvuUYiJYAAiNC4AmdbBZ8g
5158,u-YFHrehv9nlluLMmn7eUUqw,LOVE,Food
5159,Amazing,ASPECT_ATTR_FOR,b-S4qUsi44l5D9BbUCkhwQEA
5160,b-Q8uwArm4h8bhsqxw84Gd8w,HAS_REVIEW,r-R7GO-gSzN-YVT5r3nD4K7Q
5161,Good,ASPECT_ATTR_FOR,b-geMa0_CtMOctkUhf_JXK9Q
5162,Chicken_Vindaloo,IS,Great
5163,Food,IS,Good
5164,b-3frFidAcPVYAFB2RxxkIdA,HAS_CATEGORY,Indian
5165,u-MFnXQb1R1IGLL_-W4oflJw,WRITE_REVIEW,r-cc1-M5icr3ttnH5MfkXnDA
5166,b-eRZuxjnaMviiVyvhejwTBQ,HAS_REVIEW,r-RsObOewjWn2yv7YEGH0fzg
5167,u-_uZyV1JnLo1brkYWN7bLxQ,RATE,b-0cf-w9PK5gLkBkitL3bdqw
5168,Solid,MENU_ATTR_FOR,b-k9PfKE7KfztoMpOSx25UpA
5169,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_MENU,Jeera_Rice
5170,u-MJfGg2PNy1uWIdYtS5n-tw,VISIT,b-DKqhCd3Vwl3CEo8vUHhLYg
5171,u-qSXJYVxAKuqQWXeIwaw3bQ,VISIT,b-UAXz2KC1aXpxzV-MLdXbmQ
5172,u-pVIdSQrXiYEwK0GFbLM3Jw,WRITE_REVIEW,r-XnRfP5bjGKeBlnxpW5vbQg
5173,u-pv8KCVEQ-nP9qyDP7YtXcw,WRITE_REVIEW,r-fPN2EotK1boYkrPLHIwkSg
5174,u-C6Qltey26Uyo_1wlISdFlg,MAKE_TO,Scarborough
5175,Terrific,ASPECT_ATTR_FOR,b-XNL6PRXaQxyDO2yeBdy11w
5176,u-QmK4mY5lmzpDrnSHzZDEpQ,WRITE_REVIEW,r-itEzh4DFJIs6MDlCiJ8SXg
5177,b-Q8uwArm4h8bhsqxw84Gd8w,HAS_REVIEW,r-bvc2v9oIfyksdTIB2Kv8CA
5178,Service,IS,Friendly
5179,u-lale6wOwUvQE15413NKUaw,WRITE_REVIEW,r-xFqNOxZKRA4piOZn1-T2hg
5180,u-tT4FR1IFaKefW2hwOSRCxQ,VISIT,b-DeI4KqEeWy0cTdh7Wy5_RA
5181,Naan,IS,Good
5182,Food,IS,Good
5183,b-35KvoWbA3kEsdckaWqG3OA,HAS_MENU,Shrimp_Chettinad
5184,u-7VTKTDeBfOXruwKajOlXtg,RATE,b-ZNdV9ytExuxPTXSN8i2xhw
5185,u-W1pBNUkuskuLM373nQJ0-g,GOT,Food
5186,Staff,IS,Friendly
5187,b-DKqhCd3Vwl3CEo8vUHhLYg,HAS_MENU,Salad
5188,u-CxDOIDnH8gp9KXzpBHJYXw,VISIT,b-eRZuxjnaMviiVyvhejwTBQ
5189,b-gXLiBVCHIqoPEw2CaP3QmQ,HAS_MENU,Mutton_Biryani
5190,Makhani,DROWNED_IN,Tomato_Curry_Sauce
5191,u-d001IZdpyqpyW247oIkhgg,RATE,b-kG0N5urz2lkPEBDPjqFR3w
5192,u-M4P02bBbTauuwP6OhGpT-g,RATE,b-OZwMMnRncrp7_uC-N3vV1Q
5193,b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_REVIEW,r-sK2-jx5RLi_JMx9NRbCQGg
5194,b-ICUCAzUZFiWkYs7iCtNCQg,HAS_ASPECT,Service
5195,b-ZJ0gQp0fcnIDiZv0m9--Gg,HAS_ASPECT,Service
5196,u-dQm7mXUyHfKBmUj0aQMSnQ,LOVE,Food
5197,u-VUfmBqviqPAAwrlVoVS1BA,WRITE_REVIEW,r-LdTFWOJG0oOU12K8p7a__A
5198,u-ZfKr-r9PXwROFlefzw_zzg,VISIT,b-hubbaEcYPYEZu5Ziz6i0lw
5199,u-WteVnkVed1Czr6qe5YmXLg,ORDER,Butter_Chicken
5200,u--RDIhvdYrhOAqDF232pCnw,RATE,b-LZWXP-D4YPlzsFjVx6b9XA
5201,u-zyYWUdaodH0h1jCZAvFRPg,WRITE_REVIEW,r-mEC5nj2-3_nchiLBD5vLdw
5202,u-j6wLUT0ZXi-x0otelYIFpA,VISIT,b-DKqhCd3Vwl3CEo8vUHhLYg
5203,Delicious,MENU_ATTR_FOR,b-8PZGCtgG5MZKvz9i3B9gCA
5204,Generous,MENU_ATTR_FOR,b-GC9Re0tKAnecMww3DB638g
5205,u-Fzw-tMEWls7A6fN-UIdJpQ,WRITE_REVIEW,r-fFCIa6buNu7ZKgm9cOHRug
5206,b-oVuZtlCFg_zF090Nhtp0Ow,HAS_REVIEW,r-vzBN5saUJpEh-5ps29hDag
5207,u-FuDerME3t0XjuaPTrNfW_g,WRITE_REVIEW,r-1oeataIKnwTCOyTGLznKyw
5208,b-Eu-M3y8a5bIxIRXlCj9yHA,HAS_ASPECT,Service
5209,u-Ibk2kY59Tq5nUrePO1sRXw,WRITE_REVIEW,r-mInEPUOkpgYmQBkoeg0j5g
5210,b-Q8uwArm4h8bhsqxw84Gd8w,LOCATED_IN,Toronto-Canada
5211,u-eTCLgp-llNjaSW75sFqBmQ,VISIT,b-k9PfKE7KfztoMpOSx25UpA
5212,Chocolate_Cake,IS,Good
5213,u-QIC7YDWVIciSHX9FQHa-3g,HAS_FRIEND,u-rLafRDi22mMbZlBTDbZlBA
5214,b-qhKNZTtTT6GLnPzQny-v9Q,HAS_REVIEW,r-vTHe4Qt75LXieS0VaY6pAA
5215,Unreal,ASPECT_ATTR_FOR,b-0zTLMQOZhiCp9GFtegiFsw
5216,u-pqrLANAdicCfsD_Hrdy4Xw,WRITE_REVIEW,r-BWC41Lra-PGXOGPIQZ1ieQ
5217,u-oz87x3iaEi17QgAqMCm1SQ,RATE,b-h-psPOmlY0mCOflb3S3rdQ
5218,u-6ZCWi1OxWhooJkcrRnDs1w,VISIT,b-Eu-M3y8a5bIxIRXlCj9yHA
5219,Naan,IS,Soft
5220,b-gw0ZS5b5RP3Lzr1BoCbALg,HAS_REVIEW,r-7PMAqqvaLqSTtxVO8oPolQ
5221,b-BoiAZQB9AHRvazM055GFOw,HAS_ASPECT,Food
5222,u-iK4cN_BEMWuA0PFBrTOZMg,VISIT,b-xYpAg60oZVbOtSYgrOKBgQ
5223,u-UKFmZk27b7sAeobbtNW_eA,RECOMMEND,b-S4qUsi44l5D9BbUCkhwQEA
5224,u-bPUwrEko6kpJPju_prVCtA,WRITE_REVIEW,r-UyMYVXIi91Hw6m2ithkMVw
5225,Price,IS,Good
5226,Pad_Thai,IS,Sweet
5227,u-6MQECuBxnrT7FXrzFUV6nA,RATE,b-rYziPPEILDXJ_F5uKR--YQ
5228,u-0KWgD0VqYKfivdzFZoQ3BA,RATE,b-DJuQgsoj-qmU0i5iTAa4aA
5229,b-DJuQgsoj-qmU0i5iTAa4aA,HAS_REVIEW,r-ki31qrJcv_XVoww2JkiBDw
5230,b-xA6L2w_TlbxHubb1xeBE8w,HAS_REVIEW,r-DkN1L3EFmxW_0L7CeY1-fg
5231,b-35KvoWbA3kEsdckaWqG3OA,HAS_REVIEW,r-S4WG2y5pyZBVwzfrlY6W5Q
5232,u-5Dw8l-8pBUGAenTqgLLe-A,RATE,b-P4h8kgy_48oE9vCHJc4BCQ
5233,Tasty,MENU_ATTR_FOR,b-or1daHtUK9b7sqFRPf62GQ
5234,Friendly,ASPECT_ATTR_FOR,b-vCx6uieEF0W0mKFK4sT3Yg
5235,u-5KiaWFhJMTOEo7BsJSbkoQ,WRITE_REVIEW,r-i6U29ayYIydOKuedY5jvTA
5236,u-mNHaUgV05v0O0k8sAmY03A,WRITE_REVIEW,r-FttBOZzuXFA4SqGpiujhDg
5237,u-eNKcwyWNjuZq7KKgcCbtYw,VISIT,b-DeI4KqEeWy0cTdh7Wy5_RA
5238,Affordable,ASPECT_ATTR_FOR,b-y4z0iQZWN4R2Fk8SiPQU5A
5239,u-Jwq_ZeNiVDwre459Qu85Hg,VISIT,b-TAnzFr9NixvCbvUdJMWL5Q
5240,u-OIVAJo8QryN-bJOjOvxkVQ,RATE,b-DxbdfvNYPCyiLJDDPJK3Tg
5241,u-83zQAHCvZGYgm8bjQoJ5wg,WRITE_REVIEW,r-CzN616RCe5YzJUmiZ0Jq4g
5242,u-bz5F8RkVaBe2mnFh_ymCUg,TRIED_FOR,u-bz5F8RkVaBe2mnFh_ymCUg
5243,u-FGxJnIi14v1gVRXbDQPffg,VISIT,b-XvuUYiJYAAiNC4AmdbBZ8g
5244,Toronto-Canada,LOCATED_IN,Canada
