sub_ent,subject,relation,obj_ent,object
Delicious,Delicious,ASPECT_ATTR_FOR,Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA
Food,Food,IS,Delicious,Delicious
,u-ZFX3YV3kZErwcyW3QJ2jIA,LOVE,,b-7xA6iSP0Ndn08tpBFQtUKA
,u-ZFX3YV3kZErwcyW3QJ2jIA,HAD_WITH,,Service
,Staff,PUT_FOR,,u-ZFX3YV3kZErwcyW3QJ2jIA
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Chicken Pakora,Chicken_Pakora
Fantastic,Fantastic,MENU_ATTR_FOR,Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA
Chicken Pakora,Chicken_Pakora,IS,Fantastic,Fantastic
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,IS,Friendly,Friendly
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_ASPECT,Food,Food
Flavourful,Flavourful,ASPECT_ATTR_FOR,Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA
Food,Food,IS,Flavourful,Flavourful
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Butter Chicken,Butter_Chicken
Foodie,u-g9MYC0QTNPPmbIdrtdan9A,ORDER,Butter Chicken,Butter_Chicken
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Naan,Naan
Amazing,Amazing,MENU_ATTR_FOR,Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA
Naan,Naan,IS,Amazing,Amazing
,u-FJy6BVYJt0hErGnKaEv4uA,ENTERED,,u-FJy6BVYJt0hErGnKaEv4uA
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Lamb Rogan Josh,Lamb_Rogan_Josh
Tender,Tender,MENU_ATTR_FOR,Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA
Lamb Rogan Josh,Lamb_Rogan_Josh,IS,Tender,Tender
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_ASPECT,Food,Food
Awesome,Awesome,ASPECT_ATTR_FOR,Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA
Food,Food,IS,Awesome,Awesome
,u-JNIQzSzS6GZPv8mPBscJeA,SPEAK_TO,,Service
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Chutney,Chutney
Lindsay,u-JNIQzSzS6GZPv8mPBscJeA,ORDER,Chutney,Chutney
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Paneer Masala,Paneer_Masala
Hailley,u-t--OTOeVAlQXlMZ36FR_zw,ORDER,Paneer Masala,Paneer_Masala
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Saag Paneer,Saag_Paneer
Wonderful,Wonderful,MENU_ATTR_FOR,Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA
Saag Paneer,Saag_Paneer,IS,Wonderful,Wonderful
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Garlic Naan,Garlic_Naan
Delicious,Delicious,MENU_ATTR_FOR,Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA
Garlic Naan,Garlic_Naan,IS,Delicious,Delicious
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Gulab Jamun,Gulab_Jamun
Great,Great,MENU_ATTR_FOR,Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA
Gulab Jamun,Gulab_Jamun,IS,Great,Great
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Lamb Curry,Lamb_Curry
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Biryani,Biryani
Dry,Dry,MENU_ATTR_FOR,Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA
Biryani,Biryani,IS,Dry,Dry
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_ASPECT,Price,Price
Shabby,Shabby,ASPECT_ATTR_FOR,Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA
Price,Price,IS,Shabby,Shabby
,u-4mOZEOILQiAYIHlWN3zl6w,COMPARE,,b-7xA6iSP0Ndn08tpBFQtUKA
,u-4mOZEOILQiAYIHlWN3zl6w,ENTERED_IN,,October
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_ASPECT,Food,Food
Fair,Fair,ASPECT_ATTR_FOR,Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA
Food,Food,IS,Fair,Fair
Exceptional,Exceptional,ASPECT_ATTR_FOR,Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA
Food,Food,IS,Exceptional,Exceptional
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,IS,Bright,Bright
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Naan,Naan
Tasty,Tasty,MENU_ATTR_FOR,Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA
Naan,Naan,IS,Tasty,Tasty
Aroma Fine Indian Cuisine,b-7xA6iSP0Ndn08tpBFQtUKA,HAS_MENU,Chicken Dinner,Chicken_Dinner
Mark,u-3wpTYO0ALSVdcd76Fq0O-w,ORDER,Chicken Dinner,Chicken_Dinner
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Staff,Staff
Friendly,Friendly,ASPECT_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Staff,Staff,IS,Friendly,Friendly
,u-W_CkghBYSgJIJYi44GBTPA,LIKED,,Nam
,u-W_CkghBYSgJIJYi44GBTPA,CRAVING_FOR,,Food
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Staff,Staff
Friendly,Friendly,ASPECT_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Staff,Staff,IS,Friendly,Friendly
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Chicken,Chicken
Fatty,Fatty,MENU_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Chicken,Chicken,IS,Fatty,Fatty
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Butter Chicken,Butter_Chicken
Norine,u-g-y4Me4bqDz8jwFzX_e17w,ORDER,Butter Chicken,Butter_Chicken
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Service,Service
Great,Great,ASPECT_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Service,Service,IS,Great,Great
,u-wffnrXJoLppOlvNOZKU70A,LOVED,,Food
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Tikka Masala,Tikka_Masala
Excellent,Excellent,MENU_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Tikka Masala,Tikka_Masala,IS,Excellent,Excellent
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Oignon Bhaji,Oignon_Bhaji
Justine,u-U1vl4SQzO3wTAWlYVnSjnw,ORDER,Oignon Bhaji,Oignon_Bhaji
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Lamb Korma,Lamb_Korma
Lamb Korma,Lamb_Korma,CAME_IN,,Sauce
Nice,Nice,MENU_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Oignon Bhaji,Oignon_Bhaji,IS,Nice,Nice
Perfect,Perfect,MENU_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Lamb Korma,Lamb_Korma,IS,Perfect,Perfect
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Service,Service
Great,Great,ASPECT_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Service,Service,IS,Great,Great
,u-9MD2Ry2jQ08z1_4VKpEmfQ,ORDERED,,Delivery
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Garlic Naan,Garlic_Naan
Stingy,Stingy,MENU_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Garlic Naan,Garlic_Naan,IS,Stingy,Stingy
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Naan,Naan
Allison,u-J1maxb_SF5z6uEpS86HMbA,ORDER,Naan,Naan
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Roti,Roti
Allison,u-J1maxb_SF5z6uEpS86HMbA,ORDER,Roti,Roti
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Food,Food
Great,Great,ASPECT_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Food,Food,IS,Great,Great
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Butter Chicken,Butter_Chicken
Good,Good,MENU_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Butter Chicken,Butter_Chicken,IS,Good,Good
,u-DEjUHO2E7AoMG5bkxU5aQg,SAY_TO,,b-COfzp0tze_F8N13zn40zzg
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Butter Chicken,Butter_Chicken
Tender,Tender,MENU_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Butter Chicken,Butter_Chicken,IS,Tender,Tender
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Food,Food
Great,Great,ASPECT_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Food,Food,IS,Great,Great
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Papdi Chaat,Papdi_Chaat
Stale,Stale,MENU_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Papdi Chaat,Papdi_Chaat,IS,Stale,Stale
,u-BZ6haRXZ7yod1WK3wJ_GpA,ORDERING_IN,,Parc Extension
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Chicken,Chicken
Dry,Dry,MENU_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Chicken,Chicken,IS,Dry,Dry
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,BRING,Reputation,Reputation
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Service,Service
Slow,Slow,ASPECT_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Service,Service,IS,Slow,Slow
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Food,Food,IS,Good,Good
,u-eZQmVZZAKCzayXTf3W99YA,GOT,,Food
,u-eZQmVZZAKCzayXTf3W99YA,HAS,,Food
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Food,Food
Cold,Cold,ASPECT_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Food,Food,IS,Cold,Cold
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,IS,Stingy,Stingy
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Food,Food
Awesome,Awesome,ASPECT_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Food,Food,IS,Awesome,Awesome
,u-CwFebMF23wOAepWE38XACA,TRY,,b-COfzp0tze_F8N13zn40zzg
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Vegetarian Thali,Vegetarian_Thali
Tomer,u-CwFebMF23wOAepWE38XACA,ORDER,Vegetarian Thali,Vegetarian_Thali
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Lamb,Lamb
Tender,Tender,MENU_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Lamb,Lamb,COOKED_TILL,Tender,Tender
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Curry Lamb,Curry_Lamb
Curry Lamb,Curry_Lamb,GOES_WITH,,Basmati_Rice
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Service,Service
Reliable,Reliable,ASPECT_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Service,Service,IS,Reliable,Reliable
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Food,Food
Tasty,Tasty,ASPECT_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Food,Food,IS,Tasty,Tasty
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Naan,Naan
Fresh,Fresh,MENU_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Naan,Naan,IS,Fresh,Fresh
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Kheer,Kheer
Shelvin,u-PVOtG_2eJOnJLoLmT_rQig,ORDER,Kheer,Kheer
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Roti,Roti
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Samosa,Samosa
Great,Great,MENU_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Roti,Roti,IS,Great,Great
Incredible,Incredible,MENU_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Roti,Roti,IS,Incredible,Incredible
Bad,Bad,MENU_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Samosa,Samosa,IS,Bad,Bad
Samosa,Samosa,IS,Great,Great
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Service,Service
Great,Great,ASPECT_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Service,Service,IS,Great,Great
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Roti,Roti
Ryan,u-P8jmRph25j1PxG6__HKDJg,ORDER,Roti,Roti
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Bread,Bread
Well,Well,MENU_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Bread,Bread,IS,Well,Well
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Staff,Staff
Friendly,Friendly,ASPECT_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Staff,Staff,IS,Friendly,Friendly
,u-qu3wygQS8UV3PqI1tOcVhg,CAME_TO,,Bombay Mahal
,u-Ko5uwz46Ui-nNR22ddDG5Q,HAS,,Food
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Food,Food
Delicious,Delicious,ASPECT_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Food,Food,IS,Delicious,Delicious
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Price,Price
Reasonable,Reasonable,ASPECT_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Price,Price,IS,Reasonable,Reasonable
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_ASPECT,Service,Service
Slow,Slow,ASPECT_ATTR_FOR,Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg
Service,Service,IS,Slow,Slow
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Mango Lassi,Mango_Lassi
Shahanaz,u-yphnJ8zYbJF7Y3QbtMj91g,ORDER,Mango Lassi,Mango_Lassi
Mango Lassi,Mango_Lassi,SAT_IN,,u-yphnJ8zYbJF7Y3QbtMj91g
,u-yphnJ8zYbJF7Y3QbtMj91g,HAS,,Food
Bombay Mahal Thali,b-COfzp0tze_F8N13zn40zzg,HAS_MENU,Paratha,Paratha
Shahanaz,u-yphnJ8zYbJF7Y3QbtMj91g,ORDER,Paratha,Paratha
,u-pwYV78zGwS3avyPiVaL6xg,HAD_IN,,Us
,u-i7QG1ixeuFwpemeLvmRKHA,MENTIONED,,u-i7QG1ixeuFwpemeLvmRKHA
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Chicken Protein,Chicken_Protein
Generous,Generous,MENU_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Chicken Protein,Chicken_Protein,IS,Generous,Generous
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Food,Food,IS,Good,Good
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Service,Service
Great,Great,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Service,Service,IS,Great,Great
,u-pb9uB4NDh318hC70Hhe70g,PICK,,Federicks
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Chilli Chicken,Chilli_Chicken
Good,Good,MENU_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Chilli Chicken,Chilli_Chicken,IS,Good,Good
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Service,Service
Friendly,Friendly,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Service,Service,IS,Friendly,Friendly
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Chilli Chicken,Chilli_Chicken
Decent,Decent,MENU_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Chilli Chicken,Chilli_Chicken,IS,Decent,Decent
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Crispy Ginger Beef,Crispy_Ginger_Beef
Good,Good,MENU_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Crispy Ginger Beef,Crispy_Ginger_Beef,IS,Good,Good
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Fish Pakora,Fish_Pakora
Neet,u-Gsa-MeZ0IybuuXinFZUVGg,ORDER,Fish Pakora,Fish_Pakora
,u-Gsa-MeZ0IybuuXinFZUVGg,TRIED,,Food
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Decor,Decor
Weird,Weird,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Decor,Decor,IS,Weird,Weird
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Food,Food
Great,Great,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Food,Food,IS,Great,Great
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Chicken,Chicken
Enough,Enough,MENU_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Chicken,Chicken,IS,Enough,Enough
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Food,Food
Tasty,Tasty,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Food,Food,IS,Tasty,Tasty
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Shrimp Pekoras,Shrimp_Pekoras
Sarah,u-fuRkHpqUoNqlNeglutAVqg,ORDER,Shrimp Pekoras,Shrimp_Pekoras
,u-fuRkHpqUoNqlNeglutAVqg,WORK_IN,,Scarborough
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Hakka Noodles,Hakka_Noodles
Good,Good,MENU_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Hakka Noodles,Hakka_Noodles,IS,Good,Good
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Food,Food,IS,Good,Good
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Price,Price
Reasonable,Reasonable,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Price,Price,IS,Reasonable,Reasonable
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Food,Food
Well,Well,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Food,Food,IS,Well,Well
Solid,Solid,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Food,Food,IS,Solid,Solid
Fresh,Fresh,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Food,Food,IS,Fresh,Fresh
,u-4ofZzCP_fQsxtzJfGR_n1g,APPRECIATE,,Service
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Food,Food
Good,Good,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Food,Food,IS,Good,Good
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Fish Pakora,Fish_Pakora
Rav,u-tzdz5CN4ss0Ipogkp3Eiyw,ORDER,Fish Pakora,Fish_Pakora
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Chicken Noodles,Chicken_Noodles
Chicken Noodles,Chicken_Noodles,CAME,,Chicken_Dish
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Soup,Soup
Rudy,u-OIVAJo8QryN-bJOjOvxkVQ,ORDER,Soup,Soup
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Rice,Rice
Rudy,u-OIVAJo8QryN-bJOjOvxkVQ,ORDER,Rice,Rice
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Food,Food
Excellent,Excellent,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Food,Food,IS,Excellent,Excellent
,u-hnUImDHE2csgspptWhxdgw,GOING_THROUGH,,Menu
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Delivery,Delivery
Slow,Slow,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Delivery,Delivery,IS,Slow,Slow
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Food,Food
Tasty,Tasty,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Food,Food,IS,Tasty,Tasty
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Chilli Chicken,Chilli_Chicken
Flavourful,Flavourful,MENU_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Chilli Chicken,Chilli_Chicken,IS,Flavourful,Flavourful
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Machurian Chicken,Machurian_Chicken
Good,Good,MENU_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Machurian Chicken,Machurian_Chicken,IS,Good,Good
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Food,Food
Great,Great,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Food,Food,IS,Great,Great
,u-M1Nq20leiylPt0Bi5d_BEQ,ORDERED,,Delivery
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Price,Price
Bad,Bad,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Price,Price,IS,Bad,Bad
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Soup,Soup
Good,Good,MENU_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Soup,Soup,IS,Good,Good
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Service,Service
Awesome,Awesome,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Service,Service,IS,Awesome,Awesome
,u-07UWbgojyCyyQMIRgplw3Q,WANTED,,Delivery
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Soup,Soup
Awesome,Awesome,MENU_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Soup,Soup,IS,Awesome,Awesome
,u-9UAjDzvFEQpYtI_nRJ15fg,PAY_WITH,,Card
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Food,Food
Delicious,Delicious,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Food,Food,IS,Delicious,Delicious
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Chilli Chicken,Chilli_Chicken
Good,Good,MENU_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Chilli Chicken,Chilli_Chicken,IS,Good,Good
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Decor,Decor
Appeal,Appeal,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Decor,Decor,IS,Appeal,Appeal
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Parking,Parking
Tricky,Tricky,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Parking,Parking,IS,Tricky,Tricky
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_ASPECT,Food,Food
Delicious,Delicious,ASPECT_ATTR_FOR,Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg
Food,Food,IS,Delicious,Delicious
Hakka Bro's,b-DxbdfvNYPCyiLJDDPJK3Tg,HAS_MENU,Soup,Soup
